	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
0	3.8	FSC 0.143 CUT-OFF	2018-10-19	30355441	doi:10.7554/eLife.40486	Brown A, Baird MR, Yip MCJ, Murray J, Shao S			singleParticle		7.4	ETHANE	100	277	FEI VITROBOT MARK II	FIELD EMISSION GUN	40.0	BRIGHT FIELD	FLOOD BEAM	FEI FALCON II (4k x 4k)	FEI TITAN KRIOS	300	C1	400	-0.35536456	0.5861927	0.0015514106	0.020196564
0	3.4	FSC 0.143 CUT-OFF	2018-10-19	30355441	doi:10.7554/eLife.40486	Brown A, Baird MR, Yip MCJ, Murray J, Shao S	6mte	1.167366125MDa, 0.038691914MDa, 0.048559699MDa, 0.026998613MDa, 0.045119812MDa, 0.041114434MDa, 0.034077391MDa, 0.033028336MDa, 0.026658754MDa, 0.036221516MDa, 0.021627215MDa, 0.024643057MDa, 0.019399498MDa, 0.024200525MDa, 0.016217355MDa, 0.024076088MDa, 0.023144859MDa, 0.017758678MDa, 0.021568492MDa, 0.021613033MDa, 0.020827561MDa, 0.018478791MDa, 0.011495275MDa, 0.013972425MDa, 0.017825111MDa, 0.013727181MDa, 0.015891787MDa, 0.015704635MDa, 0.016489363MDa, 0.026708707MDa, 0.010914756MDa, 0.012635694MDa, 0.015022021MDa, 0.012449612MDa, 0.012994621MDa, 0.014435403MDa, 0.011888371MDa, 0.010090891MDa, 0.008107752MDa, 0.006324579MDa, 0.006212593MDa, 0.003473451MDa, 0.012070474MDa, 0.010168153MDa, 0.014220686MDa, 0.021521062MDa, 0.016561117MDa, 0.094587258MDa, 0.00625769MDa, 0.548638062MDa, 0.024361861MDa, 0.024759145MDa, 0.024441846MDa, 0.025215586MDa, 0.029523674MDa, 0.022913453MDa, 0.027471535MDa, 0.022168914MDa, 0.024003012MDa, 0.021649633MDa, 0.011529682MDa, 0.018468826MDa, 0.013048244MDa, 0.017057113MDa, 0.014544659MDa, 0.014646297MDa, 0.016032804MDa, 0.015250714MDa, 0.016898648MDa, 0.015611003MDa, 0.011395489MDa, 0.009124389MDa, 0.014734357MDa, 0.015626392MDa, 0.014432125MDa, 0.008526119MDa, 0.011645794MDa, 0.00934899MDa, 0.007007069MDa, 0.006559625MDa, 0.006317539MDa, 0.00798644MDa, 0.034669113MDa, 2.4305e-05MDa, 6.5409e-05MDa, 0.000443201MDa	singleParticle		7.4	ETHANE	100	277	FEI VITROBOT MARK II	FIELD EMISSION GUN	40.0	BRIGHT FIELD	FLOOD BEAM	FEI FALCON II (4k x 4k)	FEI TITAN KRIOS	300	C1	400	-0.385669	0.67855746	0.0017560415	0.022576272
0	4.1	FSC 0.143 CUT-OFF	2018-10-22	30470765	doi:10.1038/s41422-018-0108-5	Serysheva II, Fan G, Baker MR, Wang Z, Seryshev A, Ludtke SJ, Baker ML	6mu1	1.3MDa, 0.312442MDa, 0.000669322MDa	singleParticle	0.1	7.4	ETHANE	100	293	FEI VITROBOT MARK IV	FIELD EMISSION GUN	1.3	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TECNAI F30	300	C4	200	-13.204423999999999	16.041422000000001	0.09182708	0.6318866
0	3.9	FSC 0.143 CUT-OFF	2018-10-22	30470765	doi:10.1038/s41422-018-0108-5	Serysheva II, Fan G, Baker MR, Wang Z, Seryshev A, Ludtke SJ, Baker ML	6mu2	1.3MDa, 0.313657406MDa	singleParticle	0.1	7.4	ETHANE	100	293	FEI VITROBOT MARK IV	FIELD EMISSION GUN	1.3	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TECNAI F30	300	C4	200	-8.843095999999999	11.961499	0.0822998	0.6726335
0	4.2	FSC 0.143 CUT-OFF	2018-10-22	30470765	doi:10.1038/s41422-018-0108-5	Fan G, Baker MR, Wang Z, Seryshev AB, Ludtke SJ, Baker ML, Serysheva II		1.3MDa	singleParticle		7.4	ETHANE	100	293	FEI VITROBOT MARK IV	FIELD EMISSION GUN	1.3	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TECNAI F30	300		200	-0.49186534	0.9354402	0.0033217783	0.018028801
0	4.3	FSC 0.143 CUT-OFF	2018-10-22	30470765	doi:10.1038/s41422-018-0108-5	Fan G, Baker MR, Wang Z, Seryshev AB, Ludtke SJ, Baker ML, Serysheva II		1.3MDa	singleParticle		7.4	ETHANE	100	293	FEI VITROBOT MARK IV	FIELD EMISSION GUN	1.3	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TECNAI F30	300	C4	200	-6.904124	10.552711499999999	0.056378666	0.36657882
0	4.1	FSC 0.143 CUT-OFF	2018-10-22	30470765	doi:10.1038/s41422-018-0108-5	Fan G, Baker MR, Wang Z, Seryshev AB, Ludtke SJ, Baker ML, Serysheva II		1.3MDa	singleParticle		7.4	ETHANE	100	293	FEI VITROBOT MARK IV	FIELD EMISSION GUN	1.3	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TECNAI F30	300	C4	200	-1.4814746	1.8334695	0.035191	0.1394396
0	3.9	FSC 0.143 CUT-OFF	2018-10-22	30470765	doi:10.1038/s41422-018-0108-5	Fan G, Baker MR, Wang Z, Seryshev AB, Ludtke SJ, Baker ML, Serysheva II		1.3MDa	singleParticle		7.4	ETHANE	100	293	FEI VITROBOT MARK IV	FIELD EMISSION GUN	1.3	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TECNAI F30	300	C4	200	-28.60256	42.118113999999998	0.5851098	3.6175745
0	7.7	FSC 0.143 CUT-OFF	2018-10-23	30540945	doi:10.1016/j.celrep.2018.11.067	Hasan SS, Sun C, Kim AS, Watanabe Y, Chen CL, Klose T, Buda G, Crispin M, Diamond MS, Klimstra WB, Rossmann MG	6mui	0.047938141MDa, 0.053413551MDa, 0.023743719MDa, 0.023177713MDa	singleParticle	1	7.5	HELIUM	80	295	GATAN CRYOPLUNGE 3	FIELD EMISSION GUN	31.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300		560	-6.6273537	6.2437277	0.057014048	0.8322789
0	3.6	FSC 0.143 CUT-OFF	2018-10-23			Suppressed X, Suppressed X	6muo	1e-06MDa, 1e-06MDa, 1e-06MDa, 1e-06MDa, 1e-06MDa, 1e-06MDa, 1e-06MDa, 1e-06MDa	singleParticle		7.5	ETHANE				FIELD EMISSION GUN	40.0	OTHER	OTHER	GATAN K2 QUANTUM (4k x 4k)	FEI TITAN KRIOS	300	C1	200	-0.09117952	0.10781192	0.0005523025	0.0044145933
0	3.5	FSC 0.143 CUT-OFF	2018-10-23			Suppressed X, Suppressed X	6mup	1e-06MDa, 1e-06MDa, 1e-06MDa, 1e-06MDa, 1e-06MDa, 1e-06MDa, 1e-06MDa, 1e-06MDa	singleParticle		7.5	ETHANE				FIELD EMISSION GUN	40.0	OTHER	OTHER	GATAN K2 QUANTUM (4k x 4k)	FEI TITAN KRIOS	300	C1	200	-0.14778884	0.25917518	0.00084960175	0.008206707
0	4.3	FSC 0.143 CUT-OFF	2018-10-23			Suppressed X, Suppressed X			singleParticle		7.5	ETHANE				FIELD EMISSION GUN	40.0	OTHER	OTHER	GATAN K2 QUANTUM (4k x 4k)	FEI TITAN KRIOS	300	C1	200	-0.029542444	0.066137895	0.00040339422	0.0028411003
0	3.1	FSC 0.143 CUT-OFF	2018-10-23		doi:10.1016/j.molcel.2018.11.007	Jia N, Wang C, Eng ET, Patel DJ	6mur	0.089682547MDa, 0.021210293MDa, 0.032765002MDa, 0.032345061MDa, 0.012463438MDa, 0.012750658MDa, 0.046091016MDa, 6.5409e-05MDa	singleParticle	0.5	8.800000000000001	ETHANE	100		FEI VITROBOT MARK IV	FIELD EMISSION GUN	1.35	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C1	256	-0.15239494	0.28979698	0.0002887805	0.005370269
0	3.6	FSC 0.143 CUT-OFF	2018-10-23		doi:10.1016/j.molcel.2018.11.007	Jia N, Wang C, Eng ET	6mus	0.089682547MDa, 0.021210293MDa, 0.032765002MDa, 0.032345061MDa, 0.012463438MDa, 0.012750658MDa, 0.046091016MDa, 6.5409e-05MDa	singleParticle	0.5	8.800000000000001	ETHANE	100		FEI VITROBOT MARK IV	FIELD EMISSION GUN	1.35	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C1	256	-0.15224814	0.23183572	0.000330414	0.0051877266
0	3.1	FSC 0.143 CUT-OFF	2018-10-23		doi:10.1016/j.molcel.2018.11.007	Jia N, Wang C, Eng ET, Patel DJ	6mut	0.089750602MDa, 0.021210293MDa, 0.032765002MDa, 0.032345061MDa, 0.012463438MDa, 0.014223495MDa, 0.046091016MDa, 6.5409e-05MDa	singleParticle	0.5	8.800000000000001	ETHANE	100		FEI VITROBOT MARK IV	FIELD EMISSION GUN	1.35	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C1	256	-0.14048749	0.26415032	0.00024085725	0.0050697285
0	3.0	FSC 0.143 CUT-OFF	2018-10-23	30503773	doi:10.1016/j.molcel.2018.11.007	Jia N, Wang C, Eng ET, Patel DJ	6muu	0.089750602MDa, 0.021210293MDa, 0.032809012MDa, 0.032345061MDa, 0.046091016MDa, 0.012463438MDa, 6.5409e-05MDa	singleParticle	0.5	8.800000000000001	ETHANE	100		FEI VITROBOT MARK IV	FIELD EMISSION GUN	1.35	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C1	256	-0.20323038	0.36509517	0.00031438642	0.0066432357
0	3.8	FSC 0.143 CUT-OFF	2018-10-23			Hanssen E, Xie SC, Leis A, Metcalfe RD, Gillett DL, Tilley L, Griffin MDW	6muv	0.23MDa, 0.029531656MDa, 0.026556391MDa, 0.027977664MDa, 0.027263285MDa, 0.028417367MDa, 0.028871697MDa, 0.029324295MDa, 0.029143936MDa, 0.025104885MDa, 0.024533131MDa, 0.022889105MDa, 0.023620646MDa, 0.027301203MDa, 0.030909893MDa, 0.033178773MDa	singleParticle	0.7	7.4	ETHANE	100	277.15	FEI VITROBOT MARK IV	FIELD EMISSION GUN	32.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 QUANTUM (4k x 4k)	FEI TALOS ARCTICA	200	C2	344	-16.918745000000001	29.237331000000001	0.000000000004003	1.0
0	3.8	FSC 0.143 CUT-OFF	2018-10-23			Hanssen E, Xie SC, Leis A, Metcalfe RD, Gillett DL, Tilley L, Griffin MDW	6muw	0.76MDa, 0.029531656MDa, 0.026556391MDa, 0.027977664MDa, 0.027263285MDa, 0.028417367MDa, 0.028871697MDa, 0.029324295MDa, 0.029143936MDa, 0.025104885MDa, 0.024533131MDa, 0.022889105MDa, 0.023620646MDa, 0.027301203MDa, 0.030909893MDa	singleParticle	0.7	7.4	ETHANE	100	277.15	FEI VITROBOT MARK IV	FIELD EMISSION GUN	32.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 QUANTUM (4k x 4k)	FEI TALOS ARCTICA	200	C2	344	-18.287179999999999	36.800002999999997	-0.000000000005491	1.0
0	3.9	FSC 0.143 CUT-OFF	2018-10-23			Hanssen E, Xie SC, Leis A, Metcalfe RD, Gillett DL, Tilley L, Griffin MDW	6mux	0.23MDa, 0.029531656MDa, 0.026556391MDa, 0.027977664MDa, 0.027263285MDa, 0.028417367MDa, 0.028871697MDa, 0.029324295MDa, 0.029143936MDa, 0.025104885MDa, 0.024533131MDa, 0.022889105MDa, 0.023620646MDa, 0.027301203MDa, 0.030909893MDa, 0.033178773MDa	singleParticle	0.7	7.4	ETHANE	100	277.15	FEI VITROBOT MARK IV	FIELD EMISSION GUN	32.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 QUANTUM (4k x 4k)	FEI TALOS ARCTICA	200	C1	344	-19.000139999999998	33.420032999999997	-0.000000000002228	1.0
0			2018-10-25	30639925	doi:10.1016/j.jsb.2018.12.008	Chreifi G, Chen S, Metskas LA, Kaplan M, Jensen GJ			tomography		7.8	OTHER	100	296	FEI VITROBOT MARK IV	FIELD EMISSION GUN	1.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300		959	-0.14207006	0.26754972	0.105812564	0.012267305
0			2018-10-25	30639925	doi:10.1016/j.jsb.2018.12.008	Chreifi G, Chen S, Metskas LA, Kaplan M, Jensen GJ			tomography		7.8	OTHER	100	296	FEI VITROBOT MARK IV	FIELD EMISSION GUN	0.08	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300		960	-0.2578049	0.1690594	0.037843894	0.008837259
0	17.6	FSC 0.5 CUT-OFF	2018-10-26	30420636	doi:10.1038/s41598-018-34652-9	Wu H, Zhai X, Lei D, Liu J, Yu Y, Bie R, Ren G			tomography	0.02	7.0	NONE				LAB6	54.64	BRIGHT FIELD	FLOOD BEAM	GATAN ULTRASCAN 4000 (4k x 4k)	ZEISS LIBRA120PLUS	120		300	-0.820532	1.4094514	-0.00022082565	0.028251465
0	17.0	FSC 0.5 CUT-OFF	2018-10-26	30420636	doi:10.1038/s41598-018-34652-9	Wu H, Zhai X, Lei D, Liu J, Yu Y, Bie R, Ren G			tomography	0.02	7.0	NONE				LAB6	56.39	BRIGHT FIELD	FLOOD BEAM	GATAN ULTRASCAN 4000 (4k x 4k)	ZEISS LIBRA120PLUS	120		300	-0.7337531	2.4673674	0.00047742535	0.032392304
0	97.7	FSC 0.5 CUT-OFF	2018-10-26	30420636	doi:10.1038/s41598-018-34652-9	Wu H, Zhai X, Lei D, Liu J, Yu Y, Bie R, Ren G			tomography		7.5	ETHANE	90		LEICA EM GP	FIELD EMISSION GUN	0.69	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TECNAI F20	200		256	-0.34884658	1.0290926	0.006440866	0.06782825
0	97.4	FSC 0.5 CUT-OFF	2018-10-26	30420636	doi:10.1038/s41598-018-34652-9	Wu H, Zhai X, Lei D, Liu J, Yu Y, Bie R, Ren G			tomography		7.5	ETHANE	90		LEICA EM GP	FIELD EMISSION GUN	0.69	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TECNAI F20	200		256	-0.35206175	1.2694043	0.0068095694	0.07133326
0	71.0	FSC 0.5 CUT-OFF	2018-10-27	30420636	doi:10.1038/s41598-018-34652-9	Wu H, Zhai X, Lei D, Liu J, Yu Y, Bie R, Ren G		2.5MDa	tomography		7.0	ETHANE	90		LEICA EM GP	LAB6	0.26	BRIGHT FIELD	FLOOD BEAM	GATAN ULTRASCAN 4000 (4k x 4k)	ZEISS LIBRA120PLUS	120		100	-0.42091498	1.3912678	0.037105627	0.16959952
0	71.0	FSC 0.5 CUT-OFF	2018-10-27	30420636	doi:10.1038/s41598-018-34652-9	Wu H, Zhai X, Lei D, Liu J, Yu Y, Bie R, Ren G		2.5MDa	tomography		7.0	ETHANE	90		LEICA EM GP	LAB6	0.26	BRIGHT FIELD	FLOOD BEAM	GATAN ULTRASCAN 4000 (4k x 4k)	ZEISS LIBRA120PLUS	120		100	-0.3867251	1.2899266	0.03146992	0.15179084
0	95.5	FSC 0.5 CUT-OFF	2018-10-27	30420636	doi:10.1038/s41598-018-34652-9	Wu H, Zhai X, Lei D, Liu J, Yu Y, Bie R, Ren G		2.5MDa	tomography		7.0	ETHANE	90		LEICA EM GP	LAB6	0.32	BRIGHT FIELD	FLOOD BEAM	GATAN ULTRASCAN 4000 (4k x 4k)	ZEISS LIBRA120PLUS	120		60	-0.36806515	1.9313339	0.040956408	0.17384896
0	95.5	FSC 0.5 CUT-OFF	2018-10-27	30420636	doi:10.1038/s41598-018-34652-9	Wu H, Zhai X, Lei D, Liu J, Yu Y, Bie R, Ren G		2.5MDa	tomography		7.0	ETHANE	90		LEICA EM GP	LAB6	0.32	BRIGHT FIELD	FLOOD BEAM	GATAN ULTRASCAN 4000 (4k x 4k)	ZEISS LIBRA120PLUS	120		60	-0.39537612	2.5413465	0.048508577	0.21289736
0	4.65	FSC 0.143 CUT-OFF	2018-10-29			Suppressed X, Suppressed X, Suppressed X, Suppressed X	6mw3	1MDa, 1e-06MDa, 1e-06MDa, 1e-06MDa	helical	0.40	7.6	ETHANE	95		LEICA EM GP	FIELD EMISSION GUN	8.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TALOS ARCTICA	200		240	-2.6790166	4.963113	0.068803266	0.25537685
0	17.0	FSC 0.143 CUT-OFF	2018-10-29			Xu PB, Zhao BY, Li PW			singleParticle		7.5	ETHANE				FIELD EMISSION GUN	40.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TECNAI F20	200		200	-0.6838451	5.167781	0.101099245	0.490913
0	7.3	FSC 0.143 CUT-OFF	2018-10-29	30540945	doi:10.1016/j.celrep.2018.11.067	Hasan SS, Sun C, Kim AS, Watanabe Y, Chen CL, Klose T, Buda G, Crispin M, Diamond MS, Klimstra WB, Rossmann MG	6mw9	0.047938141MDa, 0.047046953MDa, 0.023743719MDa, 0.023177713MDa	singleParticle	1	7.5	HELIUM	80	295	GATAN CRYOPLUNGE 3	FIELD EMISSION GUN	31.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300		560	-7.804991	6.7832127	0.06850095	0.94209015
0	7.5	FSC 0.143 CUT-OFF	2018-10-29	30540945	doi:10.1016/j.celrep.2018.11.067	Hasan SS, Sun C, Kim AS, Watanabe Y, Chen CL, Klose T, Buda G, Crispin M, Diamond MS, Klimstra WB, Rossmann MG	6mwc	0.047938141MDa, 0.047046953MDa, 0.023743719MDa, 0.023177713MDa	singleParticle	1	7.5	HELIUM	80	295	GATAN CRYOPLUNGE 3	FIELD EMISSION GUN	31.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300		560	-6.792289	5.851105	0.053851828	0.7539066
0	2.65	FSC 0.143 CUT-OFF	2018-10-29			Suppressed X, Suppressed X	6mwo	1MDa, 1e-06MDa	singleParticle	1.26	5.5	ETHANE	100	277	FEI VITROBOT MARK IV	FIELD EMISSION GUN	1.2	BRIGHT FIELD	SPOT SCAN	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	D7	300	-12.655018999999999	24.590063000000001	0.00000000000753	1.0
0	3.0	FSC 0.143 CUT-OFF	2018-10-30		doi:10.1101/455063	Weaver SJ, Yao Q	6mwq	0.314MDa, 0.053113434MDa, 0.025473697MDa	singleParticle	2.5	8.0	ETHANE	95	277.15	HOMEMADE PLUNGER	FIELD EMISSION GUN	1.1	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C1	360	-0.025016628	0.056058165	0.00006114975	0.001124288
0	7.3	FSC 0.143 CUT-OFF	2018-10-30	30540945	doi:10.1016/j.celrep.2018.11.067	Hasan SS, Sun C, Kim AS, Watanabe Y, Chen CL, Klose T, Buda G, Crispin M, Diamond MS, Klimstra WB, Rossmann MG	6mwv	0.047938141MDa, 0.047046953MDa, 0.023743719MDa, 0.023177713MDa	singleParticle	1	7.5	HELIUM	80	295	GATAN CRYOPLUNGE 3	FIELD EMISSION GUN	31.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300		560	-8.327083999999999	7.237797	0.06916539	1.0110333
0	8.2	FSC 0.143 CUT-OFF	2018-10-30	30540945	doi:10.1016/j.celrep.2018.11.067	Hasan SS, Sun C, Kim AS, Watanabe Y, Chen CL, Klose T, Buda G, Crispin M, Diamond MS, Klimstra WB, Rossmann MG	6mwx	0.047938141MDa, 0.047046953MDa, 0.023743719MDa, 0.023177713MDa	singleParticle	1	7.5	HELIUM	80	295	GATAN CRYOPLUNGE 3	FIELD EMISSION GUN	31.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300		560	-6.052462	5.247009	0.06023212	0.7603515
0	4.4	FSC 0.143 CUT-OFF	2018-10-30	30540945	doi:10.1016/j.celrep.2018.11.067	Hasan SS, Sun C, Kim AS, Watanabe Y, Chen CL, Klose T, Buda G, Crispin M, Diamond MS, Klimstra WB, Rossmann MG	6mx4	0.047938141MDa, 0.047046953MDa, 0.028861496MDa, 0.000221208MDa	singleParticle	1	7.5	HELIUM	80	295	GATAN CRYOPLUNGE 3	FIELD EMISSION GUN	31.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300		576	-75.933716000000004	95.678920000000005	0.09880432	5.282304
0	4.8	FSC 0.143 CUT-OFF	2018-10-30	30540945	doi:10.1016/j.celrep.2018.11.067	Hasan SS, Sun C, Kim AS, Watanabe Y, Chen CL, Klose T, Buda G, Crispin M, Diamond MS, Klimstra WB, Rossmann MG	6mx7	0.028861496MDa	singleParticle	1	7.5	HELIUM	80	295	GATAN CRYOPLUNGE 3	FIELD EMISSION GUN	31.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300		576	-30.197924	51.027639999999998	0.13863319	3.4371722
0	0.9	DIFFRACTION PATTERN/LAYERLINES	2018-10-30	30555912	doi:10.1021/acscentsci.8b00760	Jones CG, Martynowycz MW, Hattne J, Fulton T, Stoltz BM, Rodriguez JA, Nelson HM, Gonen T		.000224197MDa	twoDCrystal	1	7.0	NITROGEN	100	298		FIELD EMISSION GUN	0.09	DIFFRACTION	FLOOD BEAM	FEI CETA (4k x 4k)	FEI TALOS ARCTICA	200		72	-0.75149655	4.2347884	-0.007328932	0.43920496
0		DIFFRACTION PATTERN/LAYERLINES	2018-10-30	30555912	doi:10.1021/acscentsci.8b00760	Jones CG, Martynowycz MW, Hattne J, Fulton T, Stoltz BM, Rodriguez JA, Nelson HM, Gonen T		.000362275MDa	twoDCrystal	1	7.0	NITROGEN	100	298		FIELD EMISSION GUN	0.09	DIFFRACTION	FLOOD BEAM	FEI CETA (4k x 4k)	FEI TALOS ARCTICA	200		14	-0.84570277	3.5762043	0.000000000199638	0.42545348
0		DIFFRACTION PATTERN/LAYERLINES	2018-10-30	30555912	doi:10.1021/acscentsci.8b00760	Jones CG, Martynowycz MW, Hattne J, Fulton T, Stoltz BM, Rodriguez JA, Nelson HM, Gonen T		.000222178MDa	twoDCrystal	1	7.0	NITROGEN	100	298		FIELD EMISSION GUN	0.09	DIFFRACTION	FLOOD BEAM	FEI CETA (4k x 4k)	FEI TALOS ARCTICA	200		48	-0.8069799	2.6355574	-0.006327253	0.46483147
0		DIFFRACTION PATTERN/LAYERLINES	2018-10-30	30555912	doi:10.1021/acscentsci.8b00760	Jones CG, Martynowycz MW, Hattne J, Fulton T, Stoltz BM, Rodriguez JA, Nelson HM, Gonen T		.000272217MDa	twoDCrystal	1	7.0	NITROGEN	100	298		FIELD EMISSION GUN	0.09	DIFFRACTION	FLOOD BEAM	FEI CETA (4k x 4k)	FEI TALOS ARCTICA	200		12	-0.79147947	2.417067	0.000000000807661	0.36978626
0		DIFFRACTION PATTERN/LAYERLINES	2018-10-30	30555912	doi:10.1021/acscentsci.8b00760	Jones CG, Martynowycz MW, Hattne J, Fulton T, Stoltz BM, Rodriguez JA, Nelson HM, Gonen T		.000284224MDa	twoDCrystal	1	7.0	NITROGEN	100	298		FIELD EMISSION GUN	0.09	DIFFRACTION	FLOOD BEAM	FEI CETA (4k x 4k)	FEI TALOS ARCTICA	200		36	-1.0191178	3.1401393	0.000000000252884	0.404707
0	1.0	DIFFRACTION PATTERN/LAYERLINES	2018-10-30	30555912	doi:10.1021/acscentsci.8b00760	Jones CG, Martynowycz MW, Hattne J, Fulton T, Stoltz BM, Rodriguez JA, Nelson HM, Gonen T		.000316227MDa	twoDCrystal	1	7.0	NITROGEN	100	298		FIELD EMISSION GUN	0.09	DIFFRACTION	FLOOD BEAM	FEI CETA (4k x 4k)	FEI TALOS ARCTICA	200		28	-0.87402844	1.7695689	-0.000000001057863	0.3059333
0		DIFFRACTION PATTERN/LAYERLINES	2018-10-30	30555912	doi:10.1021/acscentsci.8b00760	Jones CG, Martynowycz MW, Hattne J, Fulton T, Stoltz BM, Rodriguez JA, Nelson HM, Gonen T		.000188138MDa	twoDCrystal	1	7.0	NITROGEN	100	298		FIELD EMISSION GUN	0.09	DIFFRACTION	FLOOD BEAM	FEI CETA (4k x 4k)	FEI TALOS ARCTICA	200		32	-0.7866683	1.7580557	-0.0014273688	0.34127527
0	0.77	DIFFRACTION PATTERN/LAYERLINES	2018-10-30	30555912	doi:10.1021/acscentsci.8b00760	Jones CG, Martynowycz MW, Hattne J, Fulton T, Stoltz BM, Rodriguez JA, Nelson HM, Gonen T		.000272217MDa	twoDCrystal	1	7.0	NITROGEN	100	298		FIELD EMISSION GUN	0.09	DIFFRACTION	FLOOD BEAM	FEI CETA (4k x 4k)	FEI TALOS ARCTICA	200		60	-0.7562673	3.6278906	0.0012259927	0.429481
0	0.9	DIFFRACTION PATTERN/LAYERLINES	2018-10-30	30555912	doi:10.1021/acscentsci.8b00760	Jones CG, Martynowycz MW, Hattne J, Fulton T, Stoltz BM, Rodriguez JA, Nelson HM, Gonen T		.000284224MDa	twoDCrystal	1	7.0	NITROGEN	100	298		FIELD EMISSION GUN	0.09	DIFFRACTION	FLOOD BEAM	FEI CETA (4k x 4k)	FEI TALOS ARCTICA	200		48	-0.7666079	2.4950562	-0.00083216873	0.3099573
0	0.8	DIFFRACTION PATTERN/LAYERLINES	2018-10-30	30555912	doi:10.1021/acscentsci.8b00760	Jones CG, Martynowycz MW, Hattne J, Fulton T, Stoltz BM, Rodriguez JA, Nelson HM, Gonen T		.000138103MDa	twoDCrystal	1	7.0	NITROGEN	100	298		FIELD EMISSION GUN	0.09	DIFFRACTION	FLOOD BEAM	FEI CETA (4k x 4k)	FEI TALOS ARCTICA	200		48	-1.1586864	2.684098	0.000000000182592	0.4167024
0	1.91	DIFFRACTION PATTERN/LAYERLINES	2018-10-30	30555912	doi:10.1021/acscentsci.8b00760	Jones CG, Martynowycz MW, Hattne J, Fulton T, Stoltz BM, Rodriguez JA, Nelson HM, Gonen T	6mxf	.001619538000MDa, 0.001805985MDa, 1.8015e-05MDa	twoDCrystal		7.0	NITROGEN	100	298		FIELD EMISSION GUN	0.09	DIFFRACTION	FLOOD BEAM	FEI CETA (4k x 4k)	FEI TALOS ARCTICA	200		46	-0.51279247	1.3747505	-0.0016757987	0.21176545
0	4.8	FSC 0.143 CUT-OFF	2018-11-02			Suppressed X, Suppressed X, Suppressed X, Suppressed X	6myx	1MDa, 1e-06MDa, 1e-06MDa	helical	0.81	7.6	ETHANE	90	300	FEI VITROBOT MARK IV	FIELD EMISSION GUN	20.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TALOS ARCTICA	200		160	-4.277737	9.984742000000001	0.30920467	1.5092593
